"","country","points","price","province","title","variety","winery"
"741","US",80,24,"California","Santa Barbara Winery 2008 Stolpman Vineyard Sangiovese (Santa Ynez Valley)","Sangiovese","Santa Barbara Winery"
"742","US",89,85,"California","Flora Springs 2008 Wild Boar Vineyard Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Flora Springs"
"743","US",87,39,"California","Ferrari-Carano 2014 Una G-S-M (Alexander Valley)","G-S-M","Ferrari-Carano"
"744","Argentina",89,55,"Mendoza Province","Terrazas de Los Andes 2008 Single Vineyard Los Aromos Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Terrazas de Los Andes"
"745","France",89,70,"Provence","Château d'Esclans 2010 Les Clans Rosé (Côtes de Provence)","Rosé","Château d'Esclans"
"746","Portugal",91,13,"Tejo","Quinta do Casal Branco 2008 Falcoaria Branco Fernão Pires (Tejo)","Fernão Pires","Quinta do Casal Branco"
"747","Argentina",81,16,"Mendoza Province","Pulenta Estate 2011 VIII Chardonnay (Mendoza)","Chardonnay","Pulenta Estate"
"748","US",94,38,"California","Holman Ranch 2011 Heather's Hill Estate Grown Pinot Noir (Carmel Valley)","Pinot Noir","Holman Ranch"
"749","US",86,25,"California","Simple Math Cellars 2008 Pinot Noir (Napa Valley)","Pinot Noir","Simple Math Cellars"
"750","Spain",83,7,"Northern Spain","Príncipe de Viana 2011 Roble Tempranillo (Navarra)","Tempranillo","Príncipe de Viana"
"751","France",93,79,"Rhône Valley","Maison Nicolas Perrin 2009 White (Hermitage)","Rhône-style White Blend","Maison Nicolas Perrin"
"752","US",92,50,"Oregon","The Eyrie Vineyards 2013 Outcrop Estate Pinot Noir (Dundee Hills)","Pinot Noir","The Eyrie Vineyards"
"753","US",91,30,"Washington","Matthews 2007 Stillwater Creek Vineyard Sauvignon Blanc (Columbia Valley (WA))","Sauvignon Blanc","Matthews"
"754","US",86,15,"New York","Prejean 2009 Semi-Dry Gewürztraminer (Finger Lakes)","Gewürztraminer","Prejean"
"755","Italy",91,240,"Tuscany","Ornellaia 2013  Bolgheri Superiore","Red Blend","Ornellaia"
"756","Italy",84,10,"Central Italy","Canti NV Sangiovese (Marche)","Sangiovese","Canti"
"757","France",93,43,"Rhône Valley","Domaine de la Mordorée 2010 La Reine des Bois Red (Lirac)","Rhône-style Red Blend","Domaine de la Mordorée"
"758","US",86,15,"California","Five Rows 2011 Durant Ranch Vineyards Merlot (California)","Merlot","Five Rows"
"759","US",89,22,"California","Kitá 2014 Camp 4 Vineyard White (Santa Ynez Valley)","Rhône-style White Blend","Kitá"
"760","France",86,NA,"Southwest France","Château Bélingard 2014 Bélingard Moelleux White (Bergerac)","Bordeaux-style White Blend","Château Bélingard"
"761","Italy",87,21,"Lombardy","Perla del Garda 2016 Perla  (Lugana)","Turbiana","Perla del Garda"
"762","US",84,15,"New York","Pindar Vineyards 2012 Estate Bottled Sauvignon Blanc (North Fork of Long Island)","Sauvignon Blanc","Pindar Vineyards"
"763","US",90,19,"California","Fleur 2014 Chardonnay (Carneros)","Chardonnay","Fleur"
"764","US",88,49,"Oregon","Winter's Hill 2014 Block 8 Pinot Noir (Dundee Hills)","Pinot Noir","Winter's Hill"
"765","US",93,49,"California","MacPhail 2009 Frattey Shams Vineyard Pinot Noir (Anderson Valley)","Pinot Noir","MacPhail"
"766","Italy",87,NA,"Southern Italy","Mastroberardino 2009 Mastro White (Campania)","White Blend","Mastroberardino"
"767","New Zealand",92,99,"Martinborough","Craggy Range 2012 Aroha Pinot Noir (Martinborough)","Pinot Noir","Craggy Range"
"768","US",88,19,"Washington","Genoa 2012 Danger Buoy Sangiovese (Walla Walla Valley (WA))","Sangiovese","Genoa"
"769","Italy",88,35,"Northeastern Italy","Venica & Venica 2015 Pètris Malvar (Collio)","Malvar","Venica & Venica"
"770","Spain",88,19,"Northern Spain","Valdecampaña 2005 Crianza  (Ribera del Duero)","Tempranillo","Valdecampaña"
"771","France",87,NA,"Burgundy","Louis Latour 2006  Chassagne-Montrachet","Chardonnay","Louis Latour"
"772","Italy",89,32,"Tuscany","Le Macchiole 2014 Rosso  (Bolgheri)","Red Blend","Le Macchiole"
"773","Spain",88,18,"Northern Spain","CVNE 2004 Viña Real Crianza  (Rioja)","Tempranillo","CVNE"
"774","France",87,77,"Bordeaux","Château la Louvière 2013  Pessac-Léognan","Bordeaux-style White Blend","Château la Louvière"
"775","France",91,30,"Loire Valley","Domaine Matthias et Emile Roblin 2014 Enclos de Maimbray  (Sancerre)","Sauvignon Blanc","Domaine Matthias et Emile Roblin"
"776","Austria",88,18,"Thermenregion","Fischer 2006 Klassik Fasangarten Zweigelt (Thermenregion)","Zweigelt","Fischer"
"777","Italy",89,NA,"Tuscany","Agostina Pieri 2009  Brunello di Montalcino","Sangiovese","Agostina Pieri"
"778","US",87,16,"Washington","College Cellars 2015 Viognier (Walla Walla Valley (WA))","Viognier","College Cellars"
"779","US",82,25,"California","Black Box 2014 Pinot Grigio (California)","Pinot Grigio","Black Box"
"780","US",87,55,"California","Orogeny 2013 Pinot Noir (Russian River Valley)","Pinot Noir","Orogeny"
"781","Italy",87,22,"Veneto","Borgoluce NV  Valdobbiadene Prosecco Superiore","Glera","Borgoluce"
"782","US",86,14,"California","Vinum 2016 Rosé (Paso Robles)","Rosé","Vinum"
"783","US",85,35,"California","Terra Valentine 2009 Amore Red (Napa Valley)","Red Blend","Terra Valentine"
"784","Spain",88,19,"Northern Spain","Marqués de Riscal 2003 Reserva  (Rioja)","Tempranillo Blend","Marqués de Riscal"
"785","Argentina",83,14,"Mendoza Province","Kaiken 2011 Reserva Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Kaiken"
"786","South Africa",86,13,"Stellenbosch","Simonsig 2007 Sunbird Sauvignon Blanc (Stellenbosch)","Sauvignon Blanc","Simonsig"
"787","France",92,NA,"Bordeaux","Château Quinault L'Enclos 2012 Barrel Sample  (Saint-Émilion)","Bordeaux-style Red Blend","Château Quinault L'Enclos"
"788","France",91,67,"Burgundy","La Chablisienne 2006 Le Fief de Grenouilles Grand Cru  (Chablis)","Chardonnay","La Chablisienne"
"789","US",85,15,"California","Cirque du Vin 2009 Red (Paso Robles)","Red Blend","Cirque du Vin"
"790","Chile",85,8,"Rapel Valley","La Palma 1999 Merlot (Rapel Valley)","Merlot","La Palma"
"791","France",90,65,"Bordeaux","Château Trottevieille 2013 Dame de Trottevieille  (Saint-Émilion)","Bordeaux-style Red Blend","Château Trottevieille"
"792","France",86,NA,"Bordeaux","Les Vignerons Réunis de Monségur 2012 La Tour du Gouverneur  (Bordeaux)","Bordeaux-style Red Blend","Les Vignerons Réunis de Monségur"
"793","France",93,60,"Alsace","Domaine Zind-Humbrecht 2013 Rotenberg Pinot Gris (Alsace)","Pinot Gris","Domaine Zind-Humbrecht"
"794","Germany",92,32,"Mosel","Fritz Haag 2013 Brauneberger Kabinett Riesling (Mosel)","Riesling","Fritz Haag"
"795","US",84,11,"California","Insatiable 2011 Sauvignon Blanc (Mendocino County)","Sauvignon Blanc","Insatiable"
"796","Germany",91,29,"Mittelrhein","Matthias Müller 2012 S Bopparder Hamm Feuerlay Trocken Riesling (Mittelrhein)","Riesling","Matthias Müller"
"797","France",88,16,"Southwest France","Château du Port 2014 Tertre-Perdigous Malbec-Merlot (Cahors)","Malbec-Merlot","Château du Port"
"798","US",84,30,"California","Opaque 2006 Petite Verdot (Paso Robles)","Petite Verdot","Opaque"
"799","US",88,28,"California","Lolonis 1999 Private Reserve Merlot (Redwood Valley)","Merlot","Lolonis"
"800","Italy",86,18,"Piedmont","CarlindePaolo 2016 Cursus Vitae  (Barbera d'Asti)","Barbera","CarlindePaolo"
"801","Germany",89,18,"Pfalz","August Kesseler 2015 R Kabinett Riesling (Pfalz)","Riesling","August Kesseler"
"802","Italy",90,35,"Veneto","Le Salette 2008 I Progni  (Valpolicella Classico Superiore Ripasso)","Corvina, Rondinella, Molinara","Le Salette"
"803","US",90,45,"California","De Loach 2010 Pennachio Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","De Loach"
"804","US",85,30,"California","Fernwood 2007 Mirepoix Red (Santa Cruz Mountains)","Bordeaux-style Red Blend","Fernwood"
"805","South Africa",85,18,"Vlootenburg","Boschkloof 2000 Syrah (Vlootenburg)","Syrah","Boschkloof"
"806","US",89,45,"Washington","Waters 2005 Cabernet Sauvignon (Walla Walla Valley (WA))","Cabernet Sauvignon","Waters"
"807","US",86,18,"California","Buena Vista 2008 Chardonnay (Carneros)","Chardonnay","Buena Vista"
"808","Italy",92,59,"Sicily & Sardinia","Cantine Russo 2007 Krasi Riserva Rosso  (Etna)","Red Blend","Cantine Russo"
"809","US",84,14,"California","EOS 2014 Chardonnay (Central Coast)","Chardonnay","EOS"
"810","US",86,10,"California","Callaway 1999 Coastal Chardonnay (California)","Chardonnay","Callaway"
"811","US",92,55,"California","Davies 2012 Spring Hill Vineyard Pinot Noir (Sonoma Coast)","Pinot Noir","Davies"
"812","Germany",94,39,"Nahe","Schäfer-Fröhlich 2013 Vulkangestein Trocken Riesling (Nahe)","Riesling","Schäfer-Fröhlich"
"813","US",86,30,"California","Flocchini 2011 Chardonnay (Sonoma Coast)","Chardonnay","Flocchini"
"814","US",90,49,"Oregon","MacPhail 2012 Pinot Noir (Oregon)","Pinot Noir","MacPhail"
"815","Portugal",88,18,"Dão","Boas Quintas 2015 Quinta da Fonte do OuroTinto Encruzado (Dão)","Encruzado","Boas Quintas"
"816","Spain",87,13,"Levante","Bocopa 2014 Laudum Nature Oak Aged Made With Organic Grapes Red (Alicante)","Red Blend","Bocopa"
"817","Spain",91,24,"Northern Spain","Vallobera 2011 Finca Vallobera Javier San Pedro  (Rioja)","Tempranillo Blend","Vallobera"
"818","US",88,14,"California","Fidelity 2009 Crazy Creek Estate Red (Alexander Valley)","Bordeaux-style Red Blend","Fidelity"
"819","New Zealand",87,15,"Marlborough","Oyster Bay 2013 Sauvignon Blanc (Marlborough)","Sauvignon Blanc","Oyster Bay"
"820","France",84,NA,"Southwest France","Domaine du Gouyat 2010 Rosé (Bergerac)","Rosé","Domaine du Gouyat"
"821","Italy",87,25,"Piedmont","Bersano 2015  Roero","Arneis","Bersano"
"822","US",89,36,"Washington","Trust 2011 Cabernet Sauvignon (Columbia Valley (WA))","Cabernet Sauvignon","Trust"
"823","Canada",91,60,"Ontario","Inniskillin 2012 Icewine Niagara Estate Vidal (Niagara Peninsula)","Vidal","Inniskillin"
"824","Italy",88,16,"Piedmont","Ghione 2011 Piccole Gioie  (Moscato d'Asti)","Moscato","Ghione"
"825","Spain",97,227,"Northern Spain","Teso La Monja 2012 Alabaster  (Toro)","Tinta de Toro","Teso La Monja"
"826","Italy",85,25,"Northeastern Italy","Alberice 2008 Sauvignon (Colli Orientali del Friuli)","Sauvignon","Alberice"
"827","France",87,20,"Provence","Vignobles de Saint-Tropez 2016 La Bravade Rosé (Côtes de Provence)","Rosé","Vignobles de Saint-Tropez"
"828","US",88,25,"Idaho","Colter's Creek 2014 Koos Koos Kia Red","Bordeaux-style Red Blend","Colter's Creek"
"829","Italy",87,18,"Northeastern Italy","Vigneti Le Monde 2010 Pinot Grigio (Friuli Grave)","Pinot Grigio","Vigneti Le Monde"
"830","Spain",87,30,"Northern Spain","Marqués de Vargas 2004 Reserva  (Rioja)","Tempranillo Blend","Marqués de Vargas"
"831","US",92,34,"Washington","Amavi 2010 Les Collines Vineyard Syrah (Walla Walla Valley (WA))","Syrah","Amavi"
"832","France",89,32,"Loire Valley","Michel Redde et Fils 2015 Les Tuilières  (Sancerre)","Sauvignon Blanc","Michel Redde et Fils"
"833","Italy",87,17,"Veneto","La Marca NV  Prosecco","Glera","La Marca"
"834","Germany",88,16,"Mosel","Dr. Loosen 2011 Red Slate Dry Riesling (Mosel)","Riesling","Dr. Loosen"
"835","US",90,28,"Washington","Knight Hill 2010 StoneTree Vineyard Cabernet Sauvignon (Wahluke Slope)","Cabernet Sauvignon","Knight Hill"
"836","Chile",89,NA,"Leyda Valley","Leyda 2014 Single Vineyard Neblina Riesling (Leyda Valley)","Riesling","Leyda"
"837","France",86,36,"Rhône Valley","Vignobles La Coterie 2007 White (Châteauneuf-du-Pape)","Rhône-style White Blend","Vignobles La Coterie"
"838","US",90,27,"California","Tablas Creek 2016 Vermentino (Adelaida District)","Vermentino","Tablas Creek"
"839","Italy",87,25,"Southern Italy","Castello Monaci 2011 Aiace Riserva Red (Salice Salentino)","Red Blend","Castello Monaci"
"840","Italy",87,50,"Piedmont","Poderi Elia 2012 Serracapelli  (Barbaresco)","Nebbiolo","Poderi Elia"
"841","US",85,27,"California","Ben Hogan 2008 Tribute Series Carnoustie Red (Paso Robles)","Red Blend","Ben Hogan"
"842","US",91,24,"California","Claudia Springs 2010 Lolonis Vineyard Viognier (Redwood Valley)","Viognier","Claudia Springs"
"843","Italy",84,25,"Veneto","Villa Spinosa 2007 Figari  (Valpolicella Classico Superiore)","Corvina, Rondinella, Molinara","Villa Spinosa"
"844","US",89,50,"California","Robert Hall 2012 Cavern Select Cabernet Sauvignon (Paso Robles)","Cabernet Sauvignon","Robert Hall"
"845","Spain",88,29,"Levante","Les Useres 2012 86 Winegrowers Tempranillo-Cabernet Sauvignon (Vino de la Tierra de Castelló)","Tempranillo-Cabernet Sauvignon","Les Useres"
"846","US",90,35,"California","Lorenzi Estate 2015 Varietal Collection Dijon Clone 76 Chardonnay (Temecula Valley)","Chardonnay","Lorenzi Estate"
"847","Argentina",82,12,"Mendoza Province","Alma del Sur 2009 Cabernet Sauvignon (Mendoza)","Cabernet Sauvignon","Alma del Sur"
"848","US",82,10,"California","Glen Ellen 2008 Proprietor's Reserve Cabernet Sauvignon (California)","Cabernet Sauvignon","Glen Ellen"
"849","US",81,14,"California","Green Truck 2008 Sauvignon Blanc (Lake County)","Sauvignon Blanc","Green Truck"
"850","Italy",93,85,"Tuscany","Fattoria La Massa 2004 Giorgio Primo Red (Toscana)","Red Blend","Fattoria La Massa"
"851","Italy",89,25,"Tuscany","Lanciola 2010 Le Masse di Greve  (Chianti Classico)","Red Blend","Lanciola"
"852","US",91,37,"Washington","L'Ecole No. 41 2013 Estate Grown Seven Hills Vineyard Syrah (Walla Walla Valley (WA))","Syrah","L'Ecole No. 41"
"853","France",88,19,"Alsace","Lucien Albrecht 2014 Cuvée Romanus Pinot Gris (Alsace)","Pinot Gris","Lucien Albrecht"
"854","US",86,30,"California","Concannon 2009 Reserve Petit Verdot (Livermore Valley)","Petit Verdot","Concannon"
"855","France",85,18,"Bordeaux","Château Grossombre de Saint-Joseph 2014  Bordeaux Supérieur","Bordeaux-style Red Blend","Château Grossombre de Saint-Joseph"
"856","France",84,20,"Burgundy","L. Tramier & Fils 2016 Collection  (Mâcon-Villages)","Chardonnay","L. Tramier & Fils"
"857","Italy",92,55,"Tuscany","Castello del Terriccio 1998 Tassinaia Sangiovese (Toscana)","Sangiovese","Castello del Terriccio"
"858","US",85,15,"California","Carnivor 2015 Zinfandel (California)","Zinfandel","Carnivor"
"859","France",91,25,"Burgundy","Jean Rijckaert 2014 Les Bouthières  (Pouilly-Fuissé)","Chardonnay","Jean Rijckaert"
"860","France",91,30,"Alsace","Domaine Ostertag 2015 Vignoble d'E Riesling (Alsace)","Riesling","Domaine Ostertag"
"861","US",91,48,"California","Paix Sur Terre 2013 Comes a Time Alta Colina Vineyard Mourvèdre (Adelaida District)","Mourvèdre","Paix Sur Terre"
"862","US",87,14,"Oregon","Erath 2007 Pinot Gris (Oregon)","Pinot Gris","Erath"
"863","US",85,38,"California","Rexford 2009 Regan Vineyard Pinot Noir (Santa Cruz Mountains)","Pinot Noir","Rexford"
"864","Austria",91,22,"Niederösterreich","Zull 2014 Innere Bergen Riesling (Niederösterreich)","Riesling","Zull"
"865","US",88,13,"Washington","Milbrandt 2013 Traditions Pinot Gris (Columbia Valley (WA))","Pinot Gris","Milbrandt"
"866","Italy",89,26,"Veneto","Andreola 2014 Dry  (Valdobbiadene Superiore di Cartizze)","Glera","Andreola"
"867","US",89,9,"California","Redwood Creek 2006 Sauvignon Blanc (California)","Sauvignon Blanc","Redwood Creek"
"868","US",88,65,"California","Sterling 2005 Reserve Merlot (Napa Valley)","Merlot","Sterling"
"869","Italy",91,48,"Sicily & Sardinia","Cottanera 2009 Sole di Sesta Syrah (Sicilia)","Syrah","Cottanera"
"870","Israel",92,29,"Galilee","Golan Heights Winery 2010 Yarden Merlot (Galilee)","Merlot","Golan Heights Winery"
"871","Spain",85,21,"Northern Spain","Ramirez de la Piscina 2002 Selección Reserva  (Rioja)","Tempranillo Blend","Ramirez de la Piscina"
"872","Canada",89,65,"Ontario","Konzelmann 2008 Icewine Vidal Blanc (Niagara Peninsula)","Vidal Blanc","Konzelmann"
"873","Spain",89,30,"Catalonia","Terroir Al Límit 2016 Red (Priorat)","Red Blend","Terroir Al Límit"
"874","Spain",89,18,"Galicia","Granbazán 2014 Etiqueta Verde Albariño (Rías Baixas)","Albariño","Granbazán"
"875","Portugal",85,7,"Lisboa","DFJ Vinhos 2012 Portada Winemaker's Selection Branco White (Lisboa)","Portuguese White","DFJ Vinhos"
"876","Italy",91,NA,"Piedmont","Gianfranco Bovio 2005 Vigna Arborina  (Barolo)","Nebbiolo","Gianfranco Bovio"
"877","France",84,16,"Beaujolais","Château du Châtelard 2015 Cuvée les Chalandières  (Beaujolais)","Gamay","Château du Châtelard"
"878","US",91,40,"California","Storm 2008 Le Bon Climat Vineyard Pinot Noir (Santa Maria Valley)","Pinot Noir","Storm"
"879","US",86,38,"California","Hendry 2009 Red Red (Napa Valley)","Bordeaux-style Red Blend","Hendry"
"880","France",90,20,"Bordeaux","Château Hostens-Picant 2007 Cuvée des Demoiselles  (Sainte-Foy Bordeaux)","Bordeaux-style White Blend","Château Hostens-Picant"
"881","France",92,75,"Rhône Valley","M. Chapoutier 2000  Condrieu","Rhône-style White Blend","M. Chapoutier"
"882","US",90,25,"California","Ampelos 2014 Pinot Noir (Sta. Rita Hills)","Pinot Noir","Ampelos"
"883","Italy",89,35,"Tuscany","Villa Cerna 2011 Riserva  (Chianti Classico)","Red Blend","Villa Cerna"
"884","US",85,20,"California","Sketchbook 2014 Cabernet Sauvignon (Mendocino County)","Cabernet Sauvignon","Sketchbook"
"885","France",86,NA,"Loire Valley","Domaine des Baumard NV Carte Corail Rosé Brut Cabernet Franc (Crémant de Loire)","Cabernet Franc","Domaine des Baumard"
"886","France",92,70,"Burgundy","Château de Fuissé 2010 Les Combettes  (Pouilly-Fuissé)","Chardonnay","Château de Fuissé"
"887","Spain",86,9,"Northern Spain","Esperanza 2015 Verdejo-Viura (Rueda)","Verdejo-Viura","Esperanza"
"888","Italy",88,18,"Northeastern Italy","Primosic 2014 Poderi di Carlo Pinot Grigio (Collio)","Pinot Grigio","Primosic"
"889","Spain",89,17,"Galicia","Val do Sosego 2012 Albariño (Rías Baixas)","Albariño","Val do Sosego"
"890","Chile",87,11,"Colchagua Valley","Emiliana 2010 Natura Carmenère (Colchagua Valley)","Carmenère","Emiliana"
"891","France",86,12,"Southwest France","Domaine de Ménard 2015 Moelleux Gros Manseng (Côtes de Gascogne)","Gros Manseng","Domaine de Ménard"
"892","US",91,28,"Oregon","Seufert 2015 Yamhill Vineyard Pinot Blanc","Pinot Blanc","Seufert"
"893","Italy",89,32,"Tuscany","Tringali Casanuova 2013 1698  (Bolgheri)","Red Blend","Tringali Casanuova"
"894","US",90,56,"California","Thomas Fogarty 2010 Albutom Vineyard Estate Grown Chardonnay (Santa Cruz Mountains)","Chardonnay","Thomas Fogarty"
"895","South Africa",86,20,"Stellenbosch","Ernie Els 2016 Big Easy Red (Stellenbosch)","Red Blend","Ernie Els"
"896","Romania",89,20,"Panciu","Domeniile Panciu 2012 Sagio Red (Panciu)","Red Blend","Domeniile Panciu"
"897","US",90,44,"California","Stemmler 2013 Whole Cluster Pinot Noir (Anderson Valley)","Pinot Noir","Stemmler"
"898","US",88,28,"California","Martin Lane Winery 2009 Estate Syrah (Sierra Foothills)","Syrah","Martin Lane Winery"
